wday,day,month,tcars,revenue,year
TUE,25,9,117,1877.23,2012
WED,26,9,108,1875.27,2012
THU,27,9,158,3086.32,2012
FRI,28,9,181,3152.39,2012
SAT,29,9,221,3999.18,2012
SUN,30,9,0,0,2012
WED,01,8,174,2936.96,2012
THU,02,8,200,3614.87,2012
FRI,03,8,213,NA,2012
SAT,04,8,223,3917.67,2012
NA,05,8,8,NA,2012
MON,06,8,98,1464.19,2012
TUE,07,8,78,1189.89,2012
WED,08,8,121,1775.75,2012
THU,09,8,120,2093.38,2012
NA,10,8,8,1902.29,2012
SAT,11,8,11,NA,2012
SUN,12,8,0,0,2012
MON,13,8,113,1764.61,2012
TUE,14,8,127,2112.16,2012
WED,15,8,89,1643.09,2012
THU,16,8,46,684.38,2012
FRI,17,8,99,1614.03,2012
SAT,18,8,155,2486.84,2012
SUN,19,8,0,0,2012
MON,20,8,153,2691.48,2012
TUE,21,8,85,1410.74,2012
WED,22,8,140,2386.36,2012
THU,23,8,102,1568.44,2012
FRI,24,8,130,2142.19,2012
SAT,25,8,27,448.52,2012
SUN,26,8,0,0,2012
MON,27,8,0,0,2012
TUE,28,8,106,1397.69,2012
WED,29,8,130,1985.78,2012
THU,30,8,175,2720.51,2012
SUN,01,7,0,0,2012
MON,02,7,160,NA,2012
TUE,03,7,226,3979.92,2012
WED,04,7,0,0,2012
THU,05,7,116,1771.03,2012
FRI,06,7,90,1807.84,2012
SAT,07,7,156,2751.51,2012
SUN,08,7,0,0,2012
MON,09,7,114,1811.16,2012
TUE,10,7,68,1234.23,2012
WED,11,7,88,1507.24,2012
THU,12,7,73,1341.59,2012
FRI,13,7,58,967.88,2012
SAT,14,7,114,2061.88,2012
SUN,15,7,0,0,2012
MON,16,7,81,1006.29,2012
TUE,17,7,79,1148.22,2012
WED,18,7,153,2498.21,2012
THU,19,7,162,2950.17,2012
FRI,20,7,219,3924.18,2012
SAT,21,7,146,2782.16,2012
SUN,22,7,0,0,2012
MON,23,7,0,0,2012
TUE,24,7,0,0,2012
WED,25,7,175,2615.56,2012
THU,26,7,188,3266.22,2012
FRI,27,7,225,3796.81,2012
SAT,28,7,171,3132.29,2012
SUN,29,7,0,0,2012
MON,30,7,168,2799.62,2012
FRI,01,6,40,611.53,2012
SAT,02,6,203,3780.56,2012
SUN,03,6,0,0,2012
MON,04,6,206,3459.57,2012
TUE,05,6,102,1867.12,2012
WED,06,6,0,0,2012
THU,07,6,163,3001.62,2012
FRI,08,6,206,3896.66,2012
SAT,09,6,222,4279.12,2012
SUN,10,6,0,0,2012
MON,11,6,172,NA,2012
TUE,12,6,173,3210.91,2012
WED,13,6,138,2476.57,2012
THU,14,6,126,2166.16,2012
FRI,15,6,212,3474.32,2012
SAT,16,6,167,3247.48,2012
SUN,17,6,0,0,2012
MON,18,6,153,3066.68,2012
TUE,19,6,84,1377.97,2012
WED,20,6,8,NA,2012
THU,21,6,56,1277.67,2012
FRI,22,6,34,556.08,2012
SAT,23,6,8,126.13,2012
SUN,24,6,0,0,2012
MON,25,6,0,0,2012
TUE,26,6,0,0,2012
WED,27,6,122,1731.55,2012
THU,28,6,226,3681.55,2012
FRI,29,6,287,5086.63,2012
SAT,30,6,229,4447.74,2012
TUE,01,5,108,1682.93,2012
WED,02,5,137,2034.12,2012
THU,03,5,187,2850.76,2012
FRI,04,5,241,4083.64,2012
SAT,05,5,294,5415.08,2012
NA,06,5,5,NA,2012
MON,07,5,238,4181.79,2012
TUE,08,5,189,3209.09,2012
WED,09,5,197,3370.97,2012
THU,10,5,200,3307.04,2012
FRI,11,5,308,5443.67,2012
SAT,12,5,284,4754.62,2012
SUN,13,5,0,0,2012
MON,14,5,188,2975.93,2012
TUE,15,5,151,2633.81,2012
WED,16,5,0,0,2012
THU,17,5,129,1800.51,2012
FRI,18,5,264,4691.66,2012
SAT,19,5,290,5000.84,2012
SUN,20,5,0,0,2012
MON,21,5,219,NA,2012
TUE,22,5,217,3872.53,2012
WED,23,5,142,2509.37,2012
THU,24,5,166,3063.67,2012
FRI,25,5,245,NA,2012
SAT,26,5,215,3714.27,2012
SUN,27,5,0,0,2012
MON,28,5,0,0,2012
TUE,29,5,200,3573.78,2012
WED,30,5,193,NA,2012
NA,01,4,4,NA,2012
MON,02,4,371,6599.19,2012
TUE,03,4,317,5428.86,2012
WED,04,4,303,4990.69,2012
THU,05,4,249,4353.09,2012
FRI,06,4,125,2217.47,2012
SAT,07,4,387,6677.11,2012
SUN,08,4,0,0,2012
MON,09,4,286,4557.72,2012
TUE,10,4,276,4806.27,2012
WED,11,4,317,4809.85,2012
THU,12,4,266,4831.38,2012
FRI,13,4,340,6018.41,2012
SAT,14,4,250,4354.45,2012
SUN,15,4,0,0,2012
MON,16,4,310,5414.43,2012
TUE,17,4,316,5638.25,2012
WED,18,4,265,4509.38,2012
THU,19,4,258,4412.99,2012
FRI,20,4,298,5626.26,2012
SAT,21,4,0,0,2012
SUN,22,4,0,0,2012
MON,23,4,296,4939.59,2012
TUE,24,4,269,4586.35,2012
WED,25,4,278,4612.59,2012
THU,26,4,291,5301.55,2012
FRI,27,4,289,5163.38,2012
SAT,28,4,206,3891.38,2012
SUN,29,4,0,0,2012
MON,30,4,41,580.92,2012
THU,01,3,310,5347.48,2012
FRI,02,3,367,6380.04,2012
SAT,03,3,320,5968.27,2012
NA,04,3,3,NA,2012
MON,05,3,359,6123.21,2012
TUE,06,3,304,5263.02,2012
WED,07,3,297,5062.07,2012
THU,08,3,257,4650.14,2012
FRI,09,3,258,3994.41,2012
SAT,10,3,352,5604.89,2012
SUN,11,3,0,0,2012
MON,12,3,330,4790.09,2012
TUE,13,3,296,4354.84,2012
WED,14,3,302,4565.97,2012
THU,15,3,294,4636.65,2012
FRI,16,3,324,5399.11,2012
SAT,17,3,277,4572.42,2012
SUN,18,3,0,0,2012
MON,19,3,308,5235.48,2012
TUE,20,3,270,4614.78,2012
WED,21,3,207,3413.37,2012
THU,22,3,258,4285.12,2012
FRI,23,3,344,5937.92,2012
SAT,24,3,331,6025.21,2012
SUN,25,3,0,0,2012
MON,26,3,335,5639.18,2012
TUE,27,3,312,5760.42,2012
WED,28,3,311,4588.84,2012
THU,29,3,337,5807.01,2012
FRI,30,3,442,7851.54,2012
WED,01,2,375,5553.31,2012
THU,02,2,363,6014.53,2012
FRI,03,2,336,5825.74,2012
SAT,04,2,415,7126.16,2012
NA,05,2,2,NA,2012
MON,06,2,142,2719.44,2012
TUE,07,2,280,4894.59,2012
WED,08,2,261,NA,2012
THU,09,2,278,4374.76,2012
FRI,10,2,378,6098.24,2012
SAT,11,2,274,NA,2012
SUN,12,2,0,0,2012
MON,13,2,422,7175.52,2012
TUE,14,2,423,7412.46,2012
WED,15,2,382,5675.44,2012
THU,16,2,364,6045.47,2012
FRI,17,2,428,7413.29,2012
SAT,18,2,362,NA,2012
SUN,19,2,0,0,2012
MON,20,2,433,7327.21,2012
TUE,21,2,433,7230.55,2012
WED,22,2,392,6394.26,2012
THU,23,2,407,NA,2012
FRI,24,2,449,7857.87,2012
SAT,25,2,381,6508.52,2012
SUN,26,2,0,0,2012
MON,27,2,265,4724.47,2012
TUE,28,2,205,3730.53,2012
WED,29,2,251,4018.51,2012
SUN,01,1,0,0,2012
MON,02,1,276,4695.25,2012
TUE,03,1,276,4621.55,2012
WED,04,1,320,4690.44,2012
THU,05,1,351,5977.05,2012
FRI,06,1,384,6628.59,2012
SAT,07,1,393,7014.56,2012
SUN,08,1,0,0,2012
MON,09,1,377,6356.21,2012
TUE,10,1,332,5790.76,2012
WED,11,1,7,NA,2012
THU,12,1,438,6964.99,2012
FRI,13,1,392,6861.69,2012
SAT,14,1,323,5664.44,2012
SUN,15,1,0,0,2012
MON,16,1,372,6156.36,2012
TUE,17,1,379,6486.24,2012
WED,18,1,373,5707.71,2012
THU,19,1,385,6584.22,2012
FRI,20,1,437,7138.04,2012
SAT,21,1,447,7780.72,2012
SUN,22,1,0,0,2012
MON,23,1,359,6241.76,2012
TUE,24,1,338,5520.51,2012
WED,25,1,294,4238.22,2012
THU,26,1,334,5523.22,2012
FRI,27,1,75,1394.21,2012
SAT,28,1,324,5564.51,2012
SUN,29,1,0,0,2012
MON,30,1,333,5609.62,2012
